date,date_key,department_id,region_id,revenue,opex,capex,headcount,profit,budget,forecast,year,quarter,month,month_name,year_month,department_name,cost_center,region_name,profit_margin,revenue_variance,forecast_accuracy
2021-01-01,20210101,6,3,125584.77,83830.73,2956.68,8,38797.37,125820.76,126604.62,2021,Q1,1,January,2021-01,HR,CC1006,Asia Pacific,30.89,-0.19,99.19
2021-01-01,20210101,6,4,105739.55,83994.89,2505.98,6,19238.68,105710.45,104897.35,2021,Q1,1,January,2021-01,HR,CC1006,Latin America,18.19,0.03,99.2
2021-01-01,20210101,7,1,353600.91,214769.2,29527.82,48,109303.89,337741.16,350470.08,2021,Q1,1,January,2021-01,Customer Support,CC1007,North America,30.91,4.7,99.11
2021-01-01,20210101,7,2,353581.13,229089.59,24268.62,39,100222.92,370752.81,349932.95,2021,Q1,1,January,2021-01,Customer Support,CC1007,Europe,28.35,-4.63,98.97
2021-01-01,20210101,7,3,298140.13,224297.95,21348.15,37,52494.03,294198.21,299717.96,2021,Q1,1,January,2021-01,Customer Support,CC1007,Asia Pacific,17.61,1.34,99.47
2021-01-01,20210101,7,4,229332.99,162173.96,15339.92,29,51819.12,225222.89,226457.32,2021,Q1,1,January,2021-01,Customer Support,CC1007,Latin America,22.6,1.82,98.75
2021-01-01,20210101,8,1,543206.5,390119.28,116357.63,27,36729.59,543863.4,537263.73,2021,Q1,1,January,2021-01,Product,CC1008,North America,6.76,-0.12,98.91
2021-01-01,20210101,8,2,547864.71,347824.67,117941.59,24,82098.46,571791.61,539921.14,2021,Q1,1,January,2021-01,Product,CC1008,Europe,14.99,-4.18,98.55
2021-01-01,20210101,8,3,449971.16,280194.66,105282.22,24,64494.28,439079.23,452850.68,2021,Q1,1,January,2021-01,Product,CC1008,Asia Pacific,14.33,2.48,99.36
2021-01-01,20210101,8,4,402473.75,286175.0,81449.44,16,34849.31,386097.2,408868.5,2021,Q1,1,January,2021-01,Product,CC1008,Latin America,8.66,4.24,98.41
2021-02-01,20210201,1,1,1180130.34,857506.65,165621.6,58,157002.09,936692.64,1190796.62,2021,Q1,2,February,2021-02,Engineering,CC1001,North America,13.3,25.99,99.1
2021-02-01,20210201,1,2,982570.7,763867.45,163885.46,51,54817.8,693705.08,966226.22,2021,Q1,2,February,2021-02,Engineering,CC1001,Europe,5.58,41.64,98.34
2021-02-01,20210201,1,3,709965.37,553567.69,111028.46,40,45369.21,815122.73,698647.71,2021,Q1,2,February,2021-02,Engineering,CC1001,Asia Pacific,6.39,-12.9,98.41
2021-02-01,20210201,1,4,644727.99,387489.46,83588.01,35,173650.52,564022.73,649676.8,2021,Q1,2,February,2021-02,Engineering,CC1001,Latin America,26.93,14.31,99.23
2021-02-01,20210201,2,1,1652400.54,1065556.87,89632.13,34,497211.54,1505862.28,1640860.16,2021,Q1,2,February,2021-02,Sales,CC1002,North America,30.09,9.73,99.3
2021-02-01,20210201,2,2,1414348.24,1032370.38,80595.88,31,301381.98,1361214.48,1418212.73,2021,Q1,2,February,2021-02,Sales,CC1002,Europe,21.31,3.9,99.73
2021-02-01,20210201,2,3,1040785.0,701013.62,47151.77,25,292619.61,1027181.07,1060477.09,2021,Q1,2,February,2021-02,Sales,CC1002,Asia Pacific,28.12,1.32,98.11
2021-02-01,20210201,2,4,892308.48,694581.23,46955.75,22,150771.5,744511.85,892402.6,2021,Q1,2,February,2021-02,Sales,CC1002,Latin America,16.9,19.85,99.99
2021-02-01,20210201,3,1,808407.68,564675.63,70986.05,25,172746.0,800285.61,801318.67,2021,Q1,2,February,2021-02,Marketing,CC1003,North America,21.37,1.01,99.12
2021-02-01,20210201,3,2,564512.45,411582.9,49160.24,21,103769.31,619010.94,574762.38,2021,Q1,2,February,2021-02,Marketing,CC1003,Europe,18.38,-8.8,98.18
2021-02-01,20210201,3,3,666391.73,449169.18,53723.34,19,163499.21,536057.82,664477.43,2021,Q1,2,February,2021-02,Marketing,CC1003,Asia Pacific,24.53,24.31,99.71
2021-02-01,20210201,3,4,525466.31,416549.75,59966.41,13,48950.14,404206.95,523051.22,2021,Q1,2,February,2021-02,Marketing,CC1003,Latin America,9.32,30.0,99.54
2021-02-01,20210201,4,1,582276.96,386273.45,60635.79,30,135367.72,440878.82,592435.48,2021,Q1,2,February,2021-02,Operations,CC1004,North America,23.25,32.07,98.26
2021-02-01,20210201,4,2,464803.81,331875.61,46789.23,25,86138.97,395365.96,473914.97,2021,Q1,2,February,2021-02,Operations,CC1004,Europe,18.53,17.56,98.04
2021-02-01,20210201,4,3,352429.06,247992.33,48675.36,23,55761.38,370372.06,355206.43,2021,Q1,2,February,2021-02,Operations,CC1004,Asia Pacific,15.82,-4.84,99.21
2021-02-01,20210201,4,4,325957.67,219010.38,35885.47,18,71061.82,267505.5,330001.03,2021,Q1,2,February,2021-02,Operations,CC1004,Latin America,21.8,21.85,98.76
2021-02-01,20210201,5,1,292397.68,228844.49,8811.73,18,54741.46,241830.09,295886.51,2021,Q1,2,February,2021-02,Finance,CC1005,North America,18.72,20.91,98.81
2021-02-01,20210201,5,2,229368.56,169822.96,7695.2,16,51850.39,196527.28,227882.2,2021,Q1,2,February,2021-02,Finance,CC1005,Europe,22.61,16.71,99.35
2021-02-01,20210201,5,3,190170.98,117677.11,5883.77,12,66610.09,181083.39,189909.29,2021,Q1,2,February,2021-02,Finance,CC1005,Asia Pacific,35.03,5.02,99.86
2021-02-01,20210201,5,4,155611.25,102284.56,4837.95,9,48488.74,158884.67,152731.49,2021,Q1,2,February,2021-02,Finance,CC1005,Latin America,31.16,-2.06,98.15
2021-02-01,20210201,6,1,216662.72,145605.61,3686.84,12,67370.27,200815.57,219002.62,2021,Q1,2,February,2021-02,HR,CC1006,North America,31.09,7.89,98.92
2021-02-01,20210201,6,2,150585.8,109111.17,2512.19,9,38962.44,171101.32,150774.66,2021,Q1,2,February,2021-02,HR,CC1006,Europe,25.87,-11.99,99.87
2021-02-01,20210201,6,3,149964.39,109096.99,3270.53,9,37596.86,125820.76,150062.16,2021,Q1,2,February,2021-02,HR,CC1006,Asia Pacific,25.07,19.19,99.93
2021-02-01,20210201,6,4,109113.76,82821.41,1982.23,6,24310.12,105710.45,107273.91,2021,Q1,2,February,2021-02,HR,CC1006,Latin America,22.28,3.22,98.31
2021-02-01,20210201,7,1,338830.12,268532.93,30749.3,50,39547.9,337741.16,337596.14,2021,Q1,2,February,2021-02,Customer Support,CC1007,North America,11.67,0.32,99.64
2021-02-01,20210201,7,2,296971.14,187474.14,21384.23,40,88112.77,370752.81,299520.29,2021,Q1,2,February,2021-02,Customer Support,CC1007,Europe,29.67,-19.9,99.14
2021-02-01,20210201,7,3,310557.25,203721.45,29364.95,38,77470.85,294198.21,311232.45,2021,Q1,2,February,2021-02,Customer Support,CC1007,Asia Pacific,24.95,5.56,99.78
2021-02-01,20210201,7,4,238192.83,162904.84,17132.59,27,58155.4,225222.89,240649.51,2021,Q1,2,February,2021-02,Customer Support,CC1007,Latin America,24.42,5.76,98.97
2021-02-01,20210201,8,1,562552.32,350590.78,92078.68,27,119882.86,543863.4,570550.93,2021,Q1,2,February,2021-02,Product,CC1008,North America,21.31,3.44,98.58
2021-02-01,20210201,8,2,582260.5,404574.84,97718.88,25,79966.78,571791.61,581642.64,2021,Q1,2,February,2021-02,Product,CC1008,Europe,13.73,1.83,99.89
2021-02-01,20210201,8,3,445443.01,305917.05,85471.77,23,54054.19,439079.23,447850.07,2021,Q1,2,February,2021-02,Product,CC1008,Asia Pacific,12.13,1.45,99.46
2021-02-01,20210201,8,4,331717.47,223883.59,69683.49,17,38150.39,386097.2,336447.63,2021,Q1,2,February,2021-02,Product,CC1008,Latin America,11.5,-14.08,98.57
2021-03-01,20210301,1,1,1128399.63,713810.8,140185.74,62,274403.08,936692.64,1107028.25,2021,Q1,3,March,2021-03,Engineering,CC1001,North America,24.32,20.47,98.11
2021-03-01,20210301,1,2,920697.65,725552.14,142273.98,49,52871.52,693705.08,925974.65,2021,Q1,3,March,2021-03,Engineering,CC1001,Europe,5.74,32.72,99.43
2021-03-01,20210301,1,3,797722.5,565683.66,140788.36,44,91250.48,815122.73,812438.59,2021,Q1,3,March,2021-03,Engineering,CC1001,Asia Pacific,11.44,-2.13,98.16
2021-03-01,20210301,1,4,704726.97,450432.04,87500.08,32,166794.85,564022.73,691146.09,2021,Q1,3,March,2021-03,Engineering,CC1001,Latin America,23.67,24.95,98.07
2021-03-01,20210301,2,1,1419104.88,1045314.58,58784.68,35,315005.62,1505862.28,1438681.45,2021,Q1,3,March,2021-03,Sales,CC1002,North America,22.2,-5.76,98.62
2021-03-01,20210301,2,2,1153840.0,880257.26,52657.91,28,220924.83,1361214.48,1162920.13,2021,Q1,3,March,2021-03,Sales,CC1002,Europe,19.15,-15.23,99.21
2021-03-01,20210301,2,3,1258634.34,976063.88,68849.09,29,213721.37,1027181.07,1247660.78,2021,Q1,3,March,2021-03,Sales,CC1002,Asia Pacific,16.98,22.53,99.13
2021-03-01,20210301,2,4,851277.97,638563.14,47787.93,23,164926.9,744511.85,848302.5,2021,Q1,3,March,2021-03,Sales,CC1002,Latin America,19.37,14.34,99.65
2021-03-01,20210301,3,1,776823.33,586721.14,72735.63,26,117366.56,800285.61,787960.26,2021,Q1,3,March,2021-03,Marketing,CC1003,North America,15.11,-2.93,98.57
2021-03-01,20210301,3,2,658859.63,494259.51,72594.28,18,92005.84,619010.94,669468.67,2021,Q1,3,March,2021-03,Marketing,CC1003,Europe,13.96,6.44,98.39
2021-03-01,20210301,3,3,606834.69,464405.43,56315.46,19,86113.8,536057.82,604145.24,2021,Q1,3,March,2021-03,Marketing,CC1003,Asia Pacific,14.19,13.2,99.56
2021-03-01,20210301,3,4,402086.14,314059.99,33635.1,13,54391.05,404206.95,409324.69,2021,Q1,3,March,2021-03,Marketing,CC1003,Latin America,13.53,-0.52,98.2
2021-03-01,20210301,4,1,611363.7,436934.04,77232.47,30,97197.19,440878.82,606306.76,2021,Q1,3,March,2021-03,Operations,CC1004,North America,15.9,38.67,99.17
2021-03-01,20210301,4,2,425731.39,312701.28,56245.07,26,56785.05,395365.96,430663.38,2021,Q1,3,March,2021-03,Operations,CC1004,Europe,13.34,7.68,98.84
2021-03-01,20210301,4,3,354383.99,247673.32,34999.96,23,71710.71,370372.06,353555.16,2021,Q1,3,March,2021-03,Operations,CC1004,Asia Pacific,20.24,-4.32,99.77
2021-03-01,20210301,4,4,350700.34,235033.41,35637.89,16,80029.04,267505.5,354368.82,2021,Q1,3,March,2021-03,Operations,CC1004,Latin America,22.82,31.1,98.95
2021-03-01,20210301,5,1,278830.13,172937.29,6973.34,19,98919.5,241830.09,274065.07,2021,Q1,3,March,2021-03,Finance,CC1005,North America,35.48,15.3,98.29
2021-03-01,20210301,5,2,246067.62,182397.24,6145.83,14,57524.55,196527.28,250857.47,2021,Q1,3,March,2021-03,Finance,CC1005,Europe,23.38,25.21,98.05
2021-03-01,20210301,5,3,194342.32,131011.68,6559.75,15,56770.88,181083.39,198120.34,2021,Q1,3,March,2021-03,Finance,CC1005,Asia Pacific,29.21,7.32,98.06
2021-03-01,20210301,5,4,169020.19,114131.21,4225.84,11,50663.14,158884.67,169415.05,2021,Q1,3,March,2021-03,Finance,CC1005,Latin America,29.97,6.38,99.77
2021-03-01,20210301,6,1,197368.76,154198.47,3333.48,12,39836.82,200815.57,193511.02,2021,Q1,3,March,2021-03,HR,CC1006,North America,20.18,-1.72,98.05
2021-03-01,20210301,6,2,166717.68,101907.96,2825.96,9,61983.76,171101.32,167712.72,2021,Q1,3,March,2021-03,HR,CC1006,Europe,37.18,-2.56,99.4
2021-03-01,20210301,6,3,162650.53,116567.36,3854.39,8,42228.77,125820.76,161256.36,2021,Q1,3,March,2021-03,HR,CC1006,Asia Pacific,25.96,29.27,99.14
2021-03-01,20210301,6,4,130837.4,84353.38,3101.6,6,43382.42,105710.45,133296.51,2021,Q1,3,March,2021-03,HR,CC1006,Latin America,33.16,23.77,98.12
2021-03-01,20210301,7,1,348561.95,271260.88,28193.93,53,49107.13,337741.16,342619.61,2021,Q1,3,March,2021-03,Customer Support,CC1007,North America,14.09,3.2,98.3
2021-03-01,20210301,7,2,342038.21,271530.62,27615.87,41,42891.71,370752.81,344716.35,2021,Q1,3,March,2021-03,Customer Support,CC1007,Europe,12.54,-7.74,99.22
2021-03-01,20210301,7,3,298808.6,216789.11,24710.89,39,57308.6,294198.21,293375.62,2021,Q1,3,March,2021-03,Customer Support,CC1007,Asia Pacific,19.18,1.57,98.18
2021-03-01,20210301,7,4,220137.16,173926.48,20360.14,28,25850.54,225222.89,221194.99,2021,Q1,3,March,2021-03,Customer Support,CC1007,Latin America,11.74,-2.26,99.52
2021-03-01,20210301,8,1,628239.9,400580.99,123823.49,29,103835.43,543863.4,630342.15,2021,Q1,3,March,2021-03,Product,CC1008,North America,16.53,15.51,99.67
2021-03-01,20210301,8,2,489932.74,389437.23,117043.39,26,-16547.88,571791.61,490640.13,2021,Q1,3,March,2021-03,Product,CC1008,Europe,-3.38,-14.32,99.86
2021-03-01,20210301,8,3,476049.15,363110.77,102245.12,21,10693.26,439079.23,483874.01,2021,Q1,3,March,2021-03,Product,CC1008,Asia Pacific,2.25,8.42,98.36
2021-03-01,20210301,8,4,430698.11,340234.27,93916.98,18,-3453.14,386097.2,429289.61,2021,Q1,3,March,2021-03,Product,CC1008,Latin America,-0.8,11.55,99.67
2021-04-01,20210401,1,1,1213913.87,938613.71,148963.16,55,126337.0,936692.64,1207915.35,2021,Q2,4,April,2021-04,Engineering,CC1001,North America,10.41,29.6,99.51
2021-04-01,20210401,1,2,978777.65,780531.35,126286.8,52,71959.5,693705.08,974114.39,2021,Q2,4,April,2021-04,Engineering,CC1001,Europe,7.35,41.09,99.52
2021-04-01,20210401,1,3,919425.0,706508.04,156577.82,46,56339.14,815122.73,916292.31,2021,Q2,4,April,2021-04,Engineering,CC1001,Asia Pacific,6.13,12.8,99.66
2021-04-01,20210401,1,4,584147.05,357074.55,100405.15,38,126667.36,564022.73,595823.39,2021,Q2,4,April,2021-04,Engineering,CC1001,Latin America,21.68,3.57,98.0
2021-04-01,20210401,2,1,1851770.15,1316768.46,102550.56,40,432451.12,1505862.28,1877668.81,2021,Q2,4,April,2021-04,Sales,CC1002,North America,23.35,22.97,98.6
2021-04-01,20210401,2,2,1241244.2,856593.58,52856.14,33,331794.49,1361214.48,1246515.75,2021,Q2,4,April,2021-04,Sales,CC1002,Europe,26.73,-8.81,99.58
2021-04-01,20210401,2,3,1110336.85,815364.91,58140.09,27,236831.85,1027181.07,1093173.6,2021,Q2,4,April,2021-04,Sales,CC1002,Asia Pacific,21.33,8.1,98.45
2021-04-01,20210401,2,4,988518.77,695978.05,54809.78,21,237730.95,744511.85,1002444.3,2021,Q2,4,April,2021-04,Sales,CC1002,Latin America,24.05,32.77,98.59
2021-04-01,20210401,3,1,818372.78,582834.94,94167.0,24,141370.84,800285.61,806392.3,2021,Q2,4,April,2021-04,Marketing,CC1003,North America,17.27,2.26,98.54
2021-04-01,20210401,3,2,576590.76,433035.49,60433.85,21,83121.42,619010.94,569970.67,2021,Q2,4,April,2021-04,Marketing,CC1003,Europe,14.42,-6.85,98.85
2021-04-01,20210401,3,3,538438.66,324629.48,50625.89,18,163183.29,536057.82,536117.86,2021,Q2,4,April,2021-04,Marketing,CC1003,Asia Pacific,30.31,0.44,99.57
2021-04-01,20210401,3,4,461247.02,360156.31,43325.03,14,57765.67,404206.95,466480.38,2021,Q2,4,April,2021-04,Marketing,CC1003,Latin America,12.52,14.11,98.87
2021-04-01,20210401,4,1,520542.62,377090.1,71519.15,33,71933.37,440878.82,513194.09,2021,Q2,4,April,2021-04,Operations,CC1004,North America,13.82,18.07,98.59
2021-04-01,20210401,4,2,504972.7,352684.68,54736.89,25,97551.14,395365.96,514668.84,2021,Q2,4,April,2021-04,Operations,CC1004,Europe,19.32,27.72,98.08
2021-04-01,20210401,4,3,402019.94,267644.91,50816.62,21,83558.41,370372.06,395199.49,2021,Q2,4,April,2021-04,Operations,CC1004,Asia Pacific,20.78,8.54,98.3
2021-04-01,20210401,4,4,278486.1,174223.46,28765.2,16,75497.44,267505.5,280055.36,2021,Q2,4,April,2021-04,Operations,CC1004,Latin America,27.11,4.1,99.44
2021-04-01,20210401,5,1,242973.27,162581.54,8446.11,18,71945.62,241830.09,244601.75,2021,Q2,4,April,2021-04,Finance,CC1005,North America,29.61,0.47,99.33
2021-04-01,20210401,5,2,201835.74,128863.6,4943.04,14,68029.09,196527.28,200048.2,2021,Q2,4,April,2021-04,Finance,CC1005,Europe,33.71,2.7,99.11
2021-04-01,20210401,5,3,181935.65,112389.02,4629.83,13,64916.8,181083.39,179798.51,2021,Q2,4,April,2021-04,Finance,CC1005,Asia Pacific,35.68,0.47,98.83
2021-04-01,20210401,5,4,150307.9,105318.26,4852.65,9,40136.99,158884.67,152108.05,2021,Q2,4,April,2021-04,Finance,CC1005,Latin America,26.7,-5.4,98.8
2021-04-01,20210401,6,1,209186.01,128932.17,4808.9,13,75444.93,200815.57,205513.35,2021,Q2,4,April,2021-04,HR,CC1006,North America,36.07,4.17,98.24
2021-04-01,20210401,6,2,156642.75,119242.77,3443.96,9,33956.02,171101.32,154821.62,2021,Q2,4,April,2021-04,HR,CC1006,Europe,21.68,-8.45,98.84
2021-04-01,20210401,6,3,145220.89,101205.11,3041.8,9,40973.98,125820.76,145003.26,2021,Q2,4,April,2021-04,HR,CC1006,Asia Pacific,28.21,15.42,99.85
2021-04-01,20210401,6,4,126240.61,76670.55,2274.79,7,47295.27,105710.45,128236.25,2021,Q2,4,April,2021-04,HR,CC1006,Latin America,37.46,19.42,98.42
2021-04-01,20210401,7,1,404323.72,285623.45,27263.35,48,91436.92,337741.16,404851.23,2021,Q2,4,April,2021-04,Customer Support,CC1007,North America,22.61,19.71,99.87
2021-04-01,20210401,7,2,309819.74,202575.22,23568.95,37,83675.58,370752.81,307614.8,2021,Q2,4,April,2021-04,Customer Support,CC1007,Europe,27.01,-16.43,99.29
2021-04-01,20210401,7,3,276025.41,183694.77,18723.46,39,73607.18,294198.21,277058.77,2021,Q2,4,April,2021-04,Customer Support,CC1007,Asia Pacific,26.67,-6.18,99.63
2021-04-01,20210401,7,4,247660.57,187685.66,19800.5,26,40174.41,225222.89,248028.16,2021,Q2,4,April,2021-04,Customer Support,CC1007,Latin America,16.22,9.96,99.85
2021-04-01,20210401,8,1,689015.04,516132.83,134036.0,28,38846.21,543863.4,683055.78,2021,Q2,4,April,2021-04,Product,CC1008,North America,5.64,26.69,99.14
2021-04-01,20210401,8,2,536614.55,391290.45,110361.36,25,34962.74,571791.61,547057.4,2021,Q2,4,April,2021-04,Product,CC1008,Europe,6.52,-6.15,98.05
2021-04-01,20210401,8,3,519622.02,336426.86,87370.6,21,95824.56,439079.23,514341.78,2021,Q2,4,April,2021-04,Product,CC1008,Asia Pacific,18.44,18.34,98.98
2021-04-01,20210401,8,4,351844.83,224235.42,64319.91,16,63289.49,386097.2,357428.82,2021,Q2,4,April,2021-04,Product,CC1008,Latin America,17.99,-8.87,98.41
2021-05-01,20210501,1,1,916305.19,645905.62,132519.55,68,137880.03,936692.64,902085.56,2021,Q2,5,May,2021-05,Engineering,CC1001,North America,15.05,-2.18,98.45
2021-05-01,20210501,1,2,846830.0,672293.33,145595.84,55,28940.83,693705.08,838629.39,2021,Q2,5,May,2021-05,Engineering,CC1001,Europe,3.42,22.07,99.03
2021-05-01,20210501,1,3,708611.6,519928.63,124547.39,47,64135.58,815122.73,710641.42,2021,Q2,5,May,2021-05,Engineering,CC1001,Asia Pacific,9.05,-13.07,99.71
2021-05-01,20210501,1,4,571155.84,430593.58,74948.57,35,65613.69,564022.73,569452.35,2021,Q2,5,May,2021-05,Engineering,CC1001,Latin America,11.49,1.26,99.7
2021-05-01,20210501,2,1,1576070.15,1022053.04,66662.62,38,487354.49,1505862.28,1562744.83,2021,Q2,5,May,2021-05,Sales,CC1002,North America,30.92,4.66,99.15
2021-05-01,20210501,2,2,1342336.37,846843.16,66610.49,31,428882.72,1361214.48,1318272.23,2021,Q2,5,May,2021-05,Sales,CC1002,Europe,31.95,-1.39,98.21
2021-05-01,20210501,2,3,1121549.29,703080.11,46283.53,30,372185.64,1027181.07,1113579.73,2021,Q2,5,May,2021-05,Sales,CC1002,Asia Pacific,33.18,9.19,99.29
2021-05-01,20210501,2,4,1002552.49,652589.62,53766.94,22,296195.93,744511.85,1006387.8,2021,Q2,5,May,2021-05,Sales,CC1002,Latin America,29.54,34.66,99.62
2021-05-01,20210501,3,1,779535.62,531930.3,73241.06,27,174364.26,800285.61,789844.8,2021,Q2,5,May,2021-05,Marketing,CC1003,North America,22.37,-2.59,98.68
2021-05-01,20210501,3,2,746605.69,466523.62,81555.25,22,198526.83,619010.94,737085.96,2021,Q2,5,May,2021-05,Marketing,CC1003,Europe,26.59,20.61,98.72
2021-05-01,20210501,3,3,512991.46,383832.59,52827.31,19,76331.56,536057.82,505599.71,2021,Q2,5,May,2021-05,Marketing,CC1003,Asia Pacific,14.88,-4.3,98.56
2021-05-01,20210501,3,4,499266.42,319693.0,43209.63,13,136363.79,404206.95,505548.68,2021,Q2,5,May,2021-05,Marketing,CC1003,Latin America,27.31,23.52,98.74
2021-05-01,20210501,4,1,550136.93,387633.68,62288.63,33,100214.62,440878.82,547770.14,2021,Q2,5,May,2021-05,Operations,CC1004,North America,18.22,24.78,99.57
2021-05-01,20210501,4,2,478287.19,328978.83,54569.38,25,94738.98,395365.96,474487.25,2021,Q2,5,May,2021-05,Operations,CC1004,Europe,19.81,20.97,99.21
2021-05-01,20210501,4,3,422322.06,295855.22,45250.21,25,81216.63,370372.06,420360.65,2021,Q2,5,May,2021-05,Operations,CC1004,Asia Pacific,19.23,14.03,99.54
2021-05-01,20210501,4,4,309755.02,242009.87,39017.8,16,28727.35,267505.5,315204.63,2021,Q2,5,May,2021-05,Operations,CC1004,Latin America,9.27,15.79,98.24
2021-05-01,20210501,5,1,272120.92,181499.52,6985.69,19,83635.71,241830.09,273427.89,2021,Q2,5,May,2021-05,Finance,CC1005,North America,30.73,12.53,99.52
2021-05-01,20210501,5,2,220592.37,171792.6,7381.72,14,41418.05,196527.28,218931.06,2021,Q2,5,May,2021-05,Finance,CC1005,Europe,18.78,12.25,99.25
2021-05-01,20210501,5,3,181728.91,136076.65,4434.62,14,41217.63,181083.39,183636.76,2021,Q2,5,May,2021-05,Finance,CC1005,Asia Pacific,22.68,0.36,98.95
2021-05-01,20210501,5,4,170159.98,113737.71,5760.78,10,50661.49,158884.67,172518.07,2021,Q2,5,May,2021-05,Finance,CC1005,Latin America,29.77,7.1,98.61
2021-05-01,20210501,6,1,174593.75,118629.03,3907.12,11,52057.6,200815.57,172702.91,2021,Q2,5,May,2021-05,HR,CC1006,North America,29.82,-13.06,98.92
2021-05-01,20210501,6,2,174721.49,129994.07,3691.72,10,41035.7,171101.32,175020.09,2021,Q2,5,May,2021-05,HR,CC1006,Europe,23.49,2.12,99.83
2021-05-01,20210501,6,3,136443.07,91299.4,2381.31,10,42762.35,125820.76,136898.19,2021,Q2,5,May,2021-05,HR,CC1006,Asia Pacific,31.34,8.44,99.67
2021-05-01,20210501,6,4,111249.49,77029.27,2623.07,6,31597.14,105710.45,111633.21,2021,Q2,5,May,2021-05,HR,CC1006,Latin America,28.4,5.24,99.66
2021-05-01,20210501,7,1,393814.49,284448.6,25432.35,53,83933.53,337741.16,400621.46,2021,Q2,5,May,2021-05,Customer Support,CC1007,North America,21.31,16.6,98.27
